Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Temperature Coefficient,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search
R_RT0805DRE074R99L,R,4.99 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE074R99L,RES SMD 4.99 Ω 0.5% 0805 150V,Yageo,RT0805DRE074R99L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE074R99L
R_RT0805DRE075R1L,R,5.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE075R1L,RES SMD 5.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE075R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE075R1L
R_RT0805DRE075R6L,R,5.6 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE075R6L,RES SMD 5.6 Ω 0.5% 0805 150V,Yageo,RT0805DRE075R6L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE075R6L
R_RT0805DRE076R2L,R,6.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE076R2L,RES SMD 6.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE076R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE076R2L
R_RT0805DRE076R8L,R,6.8 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE076R8L,RES SMD 6.8 Ω 0.5% 0805 150V,Yageo,RT0805DRE076R8L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE076R8L
R_RT0805DRE076R81L,R,6.81 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE076R81L,RES SMD 6.81 Ω 0.5% 0805 150V,Yageo,RT0805DRE076R81L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE076R81L
R_RT0805DRE077R5L,R,7.5 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE077R5L,RES SMD 7.5 Ω 0.5% 0805 150V,Yageo,RT0805DRE077R5L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE077R5L
R_RT0805DRE078R2L,R,8.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE078R2L,RES SMD 8.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE078R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE078R2L
R_RT0805DRE079R1L,R,9.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE079R1L,RES SMD 9.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE079R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE079R1L
R_RT0805DRE0710RL,R,10 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0710RL,RES SMD 10 Ω 0.5% 0805 150V,Yageo,RT0805DRE0710RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0710RL
R_RT0805DRE0710R5L,R,10.5 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0710R5L,RES SMD 10.5 Ω 0.5% 0805 150V,Yageo,RT0805DRE0710R5L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0710R5L
R_RT0805DRE0711RL,R,11 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0711RL,RES SMD 11 Ω 0.5% 0805 150V,Yageo,RT0805DRE0711RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0711RL
R_RT0805DRE0712RL,R,12 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0712RL,RES SMD 12 Ω 0.5% 0805 150V,Yageo,RT0805DRE0712RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0712RL
R_RT0805DRE0712R1L,R,12.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0712R1L,RES SMD 12.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE0712R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0712R1L
R_RT0805DRE0712R4L,R,12.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0712R4L,RES SMD 12.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0712R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0712R4L
R_RT0805DRE0713RL,R,13 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0713RL,RES SMD 13 Ω 0.5% 0805 150V,Yageo,RT0805DRE0713RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0713RL
R_RT0805DRE0714RL,R,14 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0714RL,RES SMD 14 Ω 0.5% 0805 150V,Yageo,RT0805DRE0714RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0714RL
R_RT0805DRE0714R3L,R,14.3 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0714R3L,RES SMD 14.3 Ω 0.5% 0805 150V,Yageo,RT0805DRE0714R3L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0714R3L
R_RT0805DRE0715RL,R,15 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0715RL,RES SMD 15 Ω 0.5% 0805 150V,Yageo,RT0805DRE0715RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0715RL
R_RT0805DRE0716RL,R,16 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0716RL,RES SMD 16 Ω 0.5% 0805 150V,Yageo,RT0805DRE0716RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0716RL
R_RT0805DRE0716R2L,R,16.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0716R2L,RES SMD 16.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0716R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0716R2L
R_RT0805DRE0716R9L,R,16.9 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0716R9L,RES SMD 16.9 Ω 0.5% 0805 150V,Yageo,RT0805DRE0716R9L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0716R9L
R_RT0805DRE0717R4L,R,17.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0717R4L,RES SMD 17.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0717R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0717R4L
R_RT0805DRE0718RL,R,18 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0718RL,RES SMD 18 Ω 0.5% 0805 150V,Yageo,RT0805DRE0718RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0718RL
R_RT0805DRE0718R2L,R,18.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0718R2L,RES SMD 18.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0718R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0718R2L
R_RT0805DRE0719R1L,R,19.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0719R1L,RES SMD 19.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE0719R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0719R1L
R_RT0805DRE0719R6L,R,19.6 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0719R6L,RES SMD 19.6 Ω 0.5% 0805 150V,Yageo,RT0805DRE0719R6L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0719R6L
R_RT0805DRE0720RL,R,20 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0720RL,RES SMD 20 Ω 0.5% 0805 150V,Yageo,RT0805DRE0720RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0720RL
R_RT0805DRE0721R5L,R,21.5 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0721R5L,RES SMD 21.5 Ω 0.5% 0805 150V,Yageo,RT0805DRE0721R5L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0721R5L
R_RT0805DRE0722RL,R,22 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0722RL,RES SMD 22 Ω 0.5% 0805 150V,Yageo,RT0805DRE0722RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0722RL
R_RT0805DRE0722R1L,R,22.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0722R1L,RES SMD 22.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE0722R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0722R1L
R_RT0805DRE0722R6L,R,22.6 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0722R6L,RES SMD 22.6 Ω 0.5% 0805 150V,Yageo,RT0805DRE0722R6L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0722R6L
R_RT0805DRE0723R2L,R,23.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0723R2L,RES SMD 23.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0723R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0723R2L
R_RT0805DRE0724RL,R,24 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0724RL,RES SMD 24 Ω 0.5% 0805 150V,Yageo,RT0805DRE0724RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0724RL
R_RT0805DRE0724R9L,R,24.9 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0724R9L,RES SMD 24.9 Ω 0.5% 0805 150V,Yageo,RT0805DRE0724R9L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0724R9L
R_RT0805DRE0726R1L,R,26.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0726R1L,RES SMD 26.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE0726R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0726R1L
R_RT0805DRE0727RL,R,27 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0727RL,RES SMD 27 Ω 0.5% 0805 150V,Yageo,RT0805DRE0727RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0727RL
R_RT0805DRE0727R4L,R,27.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0727R4L,RES SMD 27.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0727R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0727R4L
R_RT0805DRE0728R7L,R,28.7 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0728R7L,RES SMD 28.7 Ω 0.5% 0805 150V,Yageo,RT0805DRE0728R7L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0728R7L
R_RT0805DRE0729R4L,R,29.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0729R4L,RES SMD 29.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0729R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0729R4L
R_RT0805DRE0730RL,R,30 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0730RL,RES SMD 30 Ω 0.5% 0805 150V,Yageo,RT0805DRE0730RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0730RL
R_RT0805DRE0730R1L,R,30.1 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0730R1L,RES SMD 30.1 Ω 0.5% 0805 150V,Yageo,RT0805DRE0730R1L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0730R1L
R_RT0805DRE0732R4L,R,32.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0732R4L,RES SMD 32.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0732R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0732R4L
R_RT0805DRE0733RL,R,33 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0733RL,RES SMD 33 Ω 0.5% 0805 150V,Yageo,RT0805DRE0733RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0733RL
R_RT0805DRE0733R2L,R,33.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0733R2L,RES SMD 33.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0733R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0733R2L
R_RT0805DRE0734RL,R,34 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0734RL,RES SMD 34 Ω 0.5% 0805 150V,Yageo,RT0805DRE0734RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0734RL
R_RT0805DRE0734R8L,R,34.8 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0734R8L,RES SMD 34.8 Ω 0.5% 0805 150V,Yageo,RT0805DRE0734R8L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0734R8L
R_RT0805DRE0736RL,R,36 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0736RL,RES SMD 36 Ω 0.5% 0805 150V,Yageo,RT0805DRE0736RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0736RL
R_RT0805DRE0736R5L,R,36.5 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0736R5L,RES SMD 36.5 Ω 0.5% 0805 150V,Yageo,RT0805DRE0736R5L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0736R5L
R_RT0805DRE0737R4L,R,37.4 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0737R4L,RES SMD 37.4 Ω 0.5% 0805 150V,Yageo,RT0805DRE0737R4L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0737R4L
R_RT0805DRE0738R3L,R,38.3 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0738R3L,RES SMD 38.3 Ω 0.5% 0805 150V,Yageo,RT0805DRE0738R3L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0738R3L
R_RT0805DRE0739RL,R,39 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0739RL,RES SMD 39 Ω 0.5% 0805 150V,Yageo,RT0805DRE0739RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0739RL
R_RT0805DRE0739R2L,R,39.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0739R2L,RES SMD 39.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0739R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0739R2L
R_RT0805DRE0740R2L,R,40.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0740R2L,RES SMD 40.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0740R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0740R2L
R_RT0805DRE0742R2L,R,42.2 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0742R2L,RES SMD 42.2 Ω 0.5% 0805 150V,Yageo,RT0805DRE0742R2L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0742R2L
R_RT0805DRE0743RL,R,43 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0743RL,RES SMD 43 Ω 0.5% 0805 150V,Yageo,RT0805DRE0743RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0743RL
R_RT0805DRE0745R3L,R,45.3 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0745R3L,RES SMD 45.3 Ω 0.5% 0805 150V,Yageo,RT0805DRE0745R3L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0745R3L
R_RT0805DRE0747RL,R,47 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0747RL,RES SMD 47 Ω 0.5% 0805 150V,Yageo,RT0805DRE0747RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0747RL
R_RT0805DRE0747R5L,R,47.5 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0747R5L,RES SMD 47.5 Ω 0.5% 0805 150V,Yageo,RT0805DRE0747R5L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0747R5L
R_RT0805DRE0748R7L,R,48.7 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0748R7L,RES SMD 48.7 Ω 0.5% 0805 150V,Yageo,RT0805DRE0748R7L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0748R7L
R_RT0805DRE0749R9L,R,49.9 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0749R9L,RES SMD 49.9 Ω 0.5% 0805 150V,Yageo,RT0805DRE0749R9L,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0749R9L
R_RT0805DRE0751RL,R,51 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805DRE0751RL,RES SMD 51 Ω 0.5% 0805 150V,Yageo,RT0805DRE0751RL,0.5%,50 ppm/°C,150V,0805,2012,RT0805DRE07,https://www.trustedparts.com/en/search/RT0805DRE0751RL
